replay_buffer/top,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/lmbda,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/grasp_success Mean,evaluation/env_infos/final/grasp_success Std,evaluation/env_infos/final/grasp_success Max,evaluation/env_infos/final/grasp_success Min,evaluation/env_infos/initial/grasp_success Mean,evaluation/env_infos/initial/grasp_success Std,evaluation/env_infos/initial/grasp_success Max,evaluation/env_infos/initial/grasp_success Min,evaluation/env_infos/grasp_success Mean,evaluation/env_infos/grasp_success Std,evaluation/env_infos/grasp_success Max,evaluation/env_infos/grasp_success Min,evaluation/env_infos/final/grasp_success_target Mean,evaluation/env_infos/final/grasp_success_target Std,evaluation/env_infos/final/grasp_success_target Max,evaluation/env_infos/final/grasp_success_target Min,evaluation/env_infos/initial/grasp_success_target Mean,evaluation/env_infos/initial/grasp_success_target Std,evaluation/env_infos/initial/grasp_success_target Max,evaluation/env_infos/initial/grasp_success_target Min,evaluation/env_infos/grasp_success_target Mean,evaluation/env_infos/grasp_success_target Std,evaluation/env_infos/grasp_success_target Max,evaluation/env_infos/grasp_success_target Min,evaluation/env_infos/final/place_success Mean,evaluation/env_infos/final/place_success Std,evaluation/env_infos/final/place_success Max,evaluation/env_infos/final/place_success Min,evaluation/env_infos/initial/place_success Mean,evaluation/env_infos/initial/place_success Std,evaluation/env_infos/initial/place_success Max,evaluation/env_infos/initial/place_success Min,evaluation/env_infos/place_success Mean,evaluation/env_infos/place_success Std,evaluation/env_infos/place_success Max,evaluation/env_infos/place_success Min,evaluation/env_infos/final/place_success_target Mean,evaluation/env_infos/final/place_success_target Std,evaluation/env_infos/final/place_success_target Max,evaluation/env_infos/final/place_success_target Min,evaluation/env_infos/initial/place_success_target Mean,evaluation/env_infos/initial/place_success_target Std,evaluation/env_infos/initial/place_success_target Max,evaluation/env_infos/initial/place_success_target Min,evaluation/env_infos/place_success_target Mean,evaluation/env_infos/place_success_target Std,evaluation/env_infos/place_success_target Max,evaluation/env_infos/place_success_target Min,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
275000,0.2896809,0.32632107,-2.4167914,"tensor(0.1117, device='mps:0')",21.480503,3.010592,26.628063,14.583464,21.55693,2.9653897,26.584574,15.367805,21.554749,3.0346854,26.777227,14.448942,0.2896809,0.57057047,5.413374,4.7778153e-06,0.32632107,0.70153147,5.9272256,7.4705486e-06,-0.0060988944,0.29300782,0.966497,-0.87449026,0,0,2200,55,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057242174,0.41034064,0.9590786,-0.45333433,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.6655312499999582,0.007476249999967877,0.00033158299993374385,57.61683641700006,59.29017549999992,711.9754801650001,10
275000,0.23156744,0.23630275,-2.4357574,"tensor(0.1055, device='mps:0')",23.207636,2.8837664,28.129917,16.818766,23.293144,2.9092813,28.193304,16.767492,23.293402,2.9918418,28.202866,16.707092,0.23156746,0.3834837,2.9148479,5.0655213e-08,0.23630273,0.43513566,3.023366,3.0192348e-06,0.0012848286,0.26634958,0.9710218,-0.8980291,0,0,2400,60,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735422,0.37592566,0.9600584,-0.3650342,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.760966667000048,0.00792383299994981,0.00040541700002449943,60.36391200000003,62.13320791700005,774.1436465400003,11
275000,0.22533698,0.23446366,-2.4306433,"tensor(0.1001, device='mps:0')",24.102568,2.9963357,29.66143,18.535742,24.205734,2.9726532,29.750313,18.808403,24.244766,3.031241,29.820995,18.445953,0.225337,0.35556215,2.5981367,1.0373914e-06,0.23446366,0.42260045,3.43709,4.1495655e-06,0.006220757,0.27784565,0.9747398,-0.83087564,0,0,2600,65,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079472736,0.37688664,0.9746788,-0.33685288,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.735343708000073,0.007904209000002993,0.00036170800001400494,59.114174875,60.85778450000009,835.0339331230002,12
275000,0.22690827,0.22603853,-2.441973,"tensor(0.0975, device='mps:0')",25.022076,3.1370876,31.274792,19.89433,25.045372,3.1865852,31.59748,19.342299,25.102013,3.192388,31.301897,19.385204,0.22690827,0.39229992,3.4963965,2.6222585e-06,0.22603853,0.45495227,3.9688795,1.5891054e-07,0.005294144,0.2578637,0.9847959,-0.91130716,0,0,2800,70,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08762656,0.35003644,0.9734707,-0.42065388,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.6523981249999906,0.017113540999957877,0.0003410829999666021,60.48905237500003,62.15890512399994,897.2129806219999,13
275000,0.23860791,0.21169032,-2.440981,"tensor(0.0924, device='mps:0')",26.817009,3.517191,33.40094,20.643602,26.653746,3.486074,33.302597,20.822561,26.603523,3.4626899,32.93196,20.804562,0.2386079,0.40678218,3.3334897,2.9467627e-08,0.21169034,0.38450682,3.1173575,1.6973352e-05,-0.0032849456,0.26944682,0.99322015,-0.981517,0,0,3000,75,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09348545,0.36551535,0.98766387,-0.29626083,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.703513083999951,0.02593870800001241,0.0010848749999468055,70.10491058299999,71.8354472499999,969.0816508309998,14
275000,0.31466687,0.30519792,-2.4395716,"tensor(0.0897, device='mps:0')",27.048485,3.854969,34.697853,21.696325,27.113235,3.89645,35.085117,21.613409,27.093817,3.9006689,34.575706,21.309042,0.31466687,0.65537465,5.3603487,1.0012739e-05,0.30519792,0.6315461,5.699978,4.243338e-06,-0.005523128,0.26352426,0.992961,-0.96527565,0,0,3200,80,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07892623,0.34971294,0.95675755,-0.33810356,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.7734957500000519,0.020205374999932246,0.0006240840000373282,66.81992658399997,68.614251793,1037.7332414579996,15
275000,0.26326296,0.27176368,-2.449205,"tensor(0.0853, device='mps:0')",29.004257,4.2914,36.094013,21.988258,29.014671,4.3094835,36.194237,22.348001,28.918453,4.316456,36.04172,22.317513,0.26326296,0.5942975,6.7349324,2.081529e-05,0.27176365,0.58601385,4.896159,6.1671158e-06,-0.023729159,0.24837117,0.99419475,-0.9707031,0,0,3400,85,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09969514,0.36501807,0.9917524,-0.33161408,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.732201625000016,0.008097125000176675,0.0003536250001161534,64.90506170799995,66.64571408300026,1104.401386831,16
275000,0.25280714,0.28560942,-2.4509277,"tensor(0.0831, device='mps:0')",29.535976,4.0424843,37.31176,23.531265,29.64877,4.0524583,37.59726,23.736788,29.535421,4.1381736,37.38796,23.128544,0.25280714,0.45925096,4.2755938,1.7929413e-07,0.28560942,0.48991635,4.378647,2.3283062e-10,-0.030610764,0.26130387,0.9941338,-0.9904356,0,0,3600,90,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428963,0.31578916,0.99488246,-0.8886768,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.4642647919999945,0.008592375000034735,0.00035637499991025834,60.91174566699988,62.38495920899982,1166.8067097500002,17
275000,0.35821766,0.30311373,-2.452329,"tensor(0.0791, device='mps:0')",30.950941,4.2124343,39.132534,23.858774,30.953976,4.1832376,39.36449,24.63848,30.920898,4.2722387,38.918846,23.305387,0.3582177,0.99281895,12.489657,6.3965704e-06,0.3031137,0.59994227,4.8594093,3.2419337e-06,-0.013067378,0.26235828,0.99624676,-0.9839559,0,0,3800,95,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1028965,0.3590894,0.9969359,-0.28460258,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.731840707999936,0.0073713340000267635,0.0003451659999882395,62.933255458000076,64.67281266600003,1231.5020700410003,18
275000,0.35111672,0.33634865,-2.4539623,"tensor(0.0757, device='mps:0')",32.368,4.32788,40.195755,25.183296,32.30681,4.3246036,39.93716,24.841808,32.494442,4.3752747,40.243874,25.202732,0.35111672,0.89533216,10.234855,1.8859281e-06,0.33634865,0.55514365,4.2996144,9.336522e-06,-0.009932774,0.24995495,0.99762505,-0.9862769,0,0,4000,100,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022648674,0.3181236,0.99586684,-0.9512692,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.6704386249998606,0.03542520900009549,0.0017389590000220778,64.59938145799993,66.3069842509999,1297.8324639590003,19
275000,0.35103032,0.2977296,-2.4557762,"tensor(0.0729, device='mps:0')",33.813385,4.3704376,41.065247,25.496382,33.865562,4.388512,41.32683,25.931036,33.915154,4.4540668,41.41424,25.932594,0.35103032,0.67424613,5.666657,9.989016e-07,0.2977296,0.5479402,3.5044901,3.8190043e-07,-0.004703083,0.24619198,0.99559313,-0.9752165,0,0,4200,105,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10078355,0.347469,0.99342245,-0.9394316,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.7234112090000053,0.007281584000111252,0.0003359160000400152,60.77544891599996,62.506477625000116,1360.3835015000002,20
275000,0.31520808,0.30599958,-2.4510481,"tensor(0.0700, device='mps:0')",34.878036,4.3025613,42.552998,27.275494,34.94386,4.337275,42.73651,26.96673,34.796608,4.335592,42.56525,25.293188,0.31520808,0.5942511,5.081426,1.0373914e-06,0.30599958,0.4918171,2.8007429,3.451132e-07,-0.00938167,0.27306864,0.99951524,-0.9963282,0,0,4400,110,40.0,0.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11927114,0.35386586,0.998086,-0.2975119,5,0.0,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.7574172079998789,0.035454291999940324,0.002885749999904874,59.33492662499998,61.130683874999704,1421.5400917079999,21
275000,0.46031922,0.39211607,-2.457514,"tensor(0.0692, device='mps:0')",35.66968,4.575709,44.19315,28.214117,35.754395,4.6191177,44.201748,27.953527,35.52118,4.668325,43.970844,27.541487,0.46031925,1.505847,17.23754,5.7627034e-07,0.39211607,0.8660724,7.752984,2.4461768e-08,-0.015375629,0.25016752,0.9985741,-0.98389333,0,0,4600,115,40.0,0.0,40,40,0.135,0.3417235724968356,1.0,0.0,5.4,10.8,27.0,0.0,0.06532864,0.32760516,0.99767464,-0.9401959,5,5.4,0.0,0.0,False,False,0.0,0.0,False,False,0.025,0.15612494995995993,True,False,0.0,0.0,False,False,0.0,0.0,False,False,0.025,0.15612494995995993,True,False,0.2,0.4,True,False,0.0,0.0,False,False,0.135,0.3417235724968356,True,False,0.2,0.4,True,False,0.0,0.0,False,False,0.135,0.3417235724968356,True,False,1.7487155000001167,0.009486208999987866,0.0006375410000600823,64.11146504099997,65.87030429100014,1487.435668208,22
